keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
alphabet i choose	0.0000000000	0.0	0.0	0.0	1.58496250072	False
alphabets i choose	0.0000000000	0.0	0.0	0.0	1.58496250072	False
chosen the first	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of choice	0.0000000000	0.0	0.0	3.99993582236	6.33985000288	False
left a question	0.0000000000	0.0	0.0	0.0	1.58496250072	False
compute the number	0.0000000000	0.0	0.0	4.99995186677	4.75488750216	False
kind of arrangement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
letter license plate	0.0000000000	0.0	0.0	0.0	1.58496250072	False
license plate number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
occupied by alphabets	0.0000000000	0.0	0.0	0.0	1.58496250072	False
four by digits	0.0000000000	0.0	0.0	0.0	1.58496250072	False
change the experiment	0.0000000000	0.0	0.0	0.0	1.58496250072	False
repetition of letters	0.0000000000	0.0	0.0	0.0	1.58496250072	False
letters and numbers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
chosen a letter	0.0000000000	0.0	0.0	0.0	3.16992500144	False
choose a number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choice is limited	0.0000000000	0.0	0.0	0.0	1.58496250072	False
place my choice	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choice of number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number i counted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
counted as experiment	0.0000000000	0.0	0.0	0.0	1.58496250072	False
counting to find	0.0000000000	0.0	0.0	0.0	1.58496250072	False
counting is done	0.0000000000	0.0	0.0	0.0	1.58496250072	False
permutations and combinations	0.0000000000	0.0	0.0	0.0	3.16992500144	False
explain the difference	0.0000000000	0.0	0.0	0.0	1.58496250072	False
difference between permutations	0.0000000000	0.0	0.0	0.0	1.58496250072	False
authors and call	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call the authors	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call the author	0.0000000000	0.0	0.0	0.0	3.16992500144	False
wanting to make	0.0000000000	0.0	0.0	0.0	3.16992500144	False
books and arrangements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
count the thing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
arranging the books	0.0000000000	0.0	0.0	0.0	3.16992500144	False
differentiating the books	0.0000000000	0.0	0.0	0.0	3.16992500144	False
place the choice	0.0000000000	0.0	0.0	0.0	1.58496250072	False
left with picking	0.0000000000	0.0	0.0	0.0	1.58496250072	False
out the book	0.0000000000	0.0	0.0	0.0	1.58496250072	False
order b arrangement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call the book	0.0000000000	0.0	0.0	0.0	1.58496250072	False
author is occupying	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
occupying the 2nd	0.0000000000	0.0	0.0	0.0	3.16992500144	False
place them depends	0.0000000000	0.0	0.0	0.0	1.58496250072	False
novels as novels	0.0000000000	0.0	0.0	0.0	1.58496250072	False
worry about differentiating	0.0000000000	0.0	0.0	0.0	1.58496250072	False
books with respect	0.0000000000	0.0	0.0	0.0	1.58496250072	False
arrangements will amount	0.0000000000	0.0	0.0	0.0	3.16992500144	False
leave the math	0.0000000000	0.0	0.0	0.0	1.58496250072	False
physics book intact	0.0000000000	0.0	0.0	0.0	1.58496250072	False
leave everything intact	0.0000000000	0.0	0.0	0.0	1.58496250072	False
disturb the arrangement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
whichever comes first	0.0000000000	0.0	0.0	0.0	1.58496250072	False
counting the arrangement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of arrangements	0.3340482574	0.0	0.0	7.99987164471	12.6797000058	False
order was important	0.0000000000	0.0	0.0	0.0	3.16992500144	False
case the arrangements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of permutations	0.0000000000	0.0	0.0	0.0	1.58496250072	False
permutations that means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kinds of objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of objects	0.0000000000	0.0	0.0	1.99995186677	4.75488750216	False
distinguishing the object	0.0000000000	0.0	0.0	0.0	1.58496250072	False
divide this total	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of combinations	0.4005143041	0.0	0.0	4.99993582236	6.33985000288	False
tournament are announced	0.0000000000	0.0	0.0	0.0	1.58496250072	False
announced by nationalities	0.0000000000	0.0	0.0	0.0	1.58496250072	False
distinguishing the place	0.0000000000	0.0	0.0	0.0	1.58496250072	False
considered the players	0.0000000000	0.0	0.0	0.0	1.58496250072	False
players from india	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of lists	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
number of players	0.0000000000	0.0	0.0	0.0	1.58496250072	False
players would occupy	0.0000000000	0.0	0.0	0.0	1.58496250072	False
divide this number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
indians can occupy	0.0000000000	0.0	0.0	0.0	1.58496250072	False
indians were occupying	0.0000000000	0.0	0.0	0.0	1.58496250072	False
occupying different positions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
rearrange the position	0.0000000000	0.0	0.0	0.0	1.58496250072	False
arrangements will account	0.0000000000	0.0	0.0	0.0	1.58496250072	False
dividing this number	0.0000000000	0.0	0.0	0.0	3.16992500144	False
make the concept	0.0000000000	0.0	0.0	3.99995186677	4.75488750216	False
compute the possibility	0.0000000000	0.0	0.0	0.0	1.58496250072	False
enunciate this principle	0.0000000000	0.0	0.0	0.0	1.58496250072	False
select r objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pickup r objects	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
ways of selecting	0.3128923711	0.0	0.0	5.99991977795	7.92481250361	False
selecting the first	0.0000000000	0.0	0.0	0.0	3.16992500144	False
selected the first	0.0000000000	0.0	0.0	0.0	1.58496250072	False
selected r minus	0.0000000000	0.0	0.0	0.0	1.58496250072	False
minus r minus	0.5008038585	0.0	0.0	4.99993582236	6.33985000288	False
select the rth	0.0000000000	0.0	0.0	0.0	1.58496250072	False
collected r objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set of objects	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
set the 3rd	0.0000000000	0.0	0.0	0.0	1.58496250072	False
written the number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
order is immaterial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
object to pickup	0.0000000000	0.0	0.0	0.0	1.58496250072	False
important the order	0.0000000000	0.0	0.0	0.0	1.58496250072	False
objects were selected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
right this number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
factorial n minus	0.4103033186	0.0	0.0	11.9998556003	14.2646625065	False
minus r factorial	0.0000000000	0.0	0.0	3.99995186677	4.75488750216	False
selecting r objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call an arrangement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
remaining n minus	0.4457163298	0.0	0.0	5.99987164471	12.6797000058	False
order you pick	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of ways	0.3773851590	0.0	0.0	22.9996630674	33.2842125151	False
objects gets divided	0.0000000000	0.0	0.0	0.0	1.58496250072	False
last n minus	0.0000000000	0.0	0.0	0.0	1.58496250072	False
minus r objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
objects get selected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
total of number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number n factorial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
form a jury	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of juries	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
chosen that person	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set of people	0.3756783920	0.0	0.0	5.99990373353	9.50977500433	False
forming the jury	0.0000000000	0.0	0.0	0.0	1.58496250072	False
order of selection	0.0000000000	0.0	0.0	0.0	3.16992500144	False
people got selected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
case the group	0.0000000000	0.0	0.0	0.0	1.58496250072	False
men should form	0.0000000000	0.0	0.0	0.0	1.58496250072	False
form the jury	0.0000000000	0.0	0.0	0.0	3.16992500144	False
selected to form	0.0000000000	0.0	0.0	0.0	1.58496250072	False
case the number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of groups	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
groups of women	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expand this number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proof of binomial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
multiplying each term	0.0000000000	0.0	0.0	0.0	1.58496250072	False
count the number	0.5012067578	0.0	0.0	4.99990373353	9.50977500433	False
moment i choose	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of terms	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
counting the total	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proving the binomial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subset that means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
consisting the empty	0.0000000000	0.0	0.0	0.0	1.58496250072	False
count the total	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of subsets	0.2507042254	0.0	0.0	13.9997753782	22.1894750101	False
subsets of size	0.0000000000	0.0	0.0	0.0	1.58496250072	False
count this number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
essentially of putting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
counting the number	0.5012067578	0.0	0.0	3.99988768912	11.094737505	False
extending this concept	0.0000000000	0.0	0.0	0.0	3.16992500144	False
groups of sizes	0.0000000000	0.0	0.0	0.0	3.16992500144	False
first sub group	0.0000000000	0.0	0.0	0.0	1.58496250072	False
groups of size	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
notations is acceptable	0.0000000000	0.0	0.0	0.0	1.58496250072	False
group of size	0.0000000000	0.0	0.0	0.0	1.58496250072	False
extend this concept	0.0000000000	0.0	0.0	0.0	1.58496250072	False
minus one subsets	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subsets r sub	0.0000000000	0.0	0.0	0.0	1.58496250072	False
terms will cancel	0.5008038585	0.0	0.0	2.99993582236	6.33985000288	False
deciding whatever objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
order you choose	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expand the examples	0.0000000000	0.0	0.0	0.0	1.58496250072	False
product this term	0.0000000000	0.0	0.0	0.0	1.58496250072	False
write the expansion	0.0000000000	0.0	0.0	0.0	3.16992500144	False
choosing a subset	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choose my numbers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
numbers must add	0.0000000000	0.0	0.0	0.0	1.58496250072	False
dividing your number	0.0000000000	0.0	0.0	0.0	3.16992500144	False
assigned exercise sheet	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expansion and remember	0.0000000000	0.0	0.0	0.0	1.58496250072	False
accounting the number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
essentially my question	0.0000000000	0.0	0.0	0.0	1.58496250072	False
discussed this case	0.0000000000	0.0	0.0	0.0	1.58496250072	False
answering the number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
discuss the exercise	0.0000000000	0.0	0.0	0.0	1.58496250072	False
handshakes take place	0.0000000000	0.0	0.0	0.0	1.58496250072	False
persons shakes heads	0.0000000000	0.0	0.0	0.0	1.58496250072	False
four separate awards	0.0000000000	0.0	0.0	0.0	1.58496250072	False
highest cumulative performance	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cumulative performance index	0.0000000000	0.0	0.0	0.0	1.58496250072	False
students the idea	0.0000000000	0.0	0.0	0.0	1.58496250072	False
student can receive	0.0000000000	0.0	0.0	0.0	3.16992500144	False
receive any number	0.0000000000	0.0	0.0	0.0	3.16992500144	False
number of awards	0.0000000000	0.0	0.0	0.0	3.16992500144	False
student in number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
students can receive	0.0000000000	0.0	0.0	0.0	1.58496250072	False
receives an award	0.0000000000	0.0	0.0	0.0	1.58496250072	False
award or student	0.0000000000	0.0	0.0	0.0	1.58496250072	False
receive an award	0.0000000000	0.0	0.0	0.0	1.58496250072	False
interesting using combinational	0.0000000000	0.0	0.0	0.0	1.58496250072	False
combinational argument prove	0.0000000000	0.0	0.0	0.0	1.58496250072	False
selecting r items	0.0000000000	0.0	0.0	0.0	3.16992500144	False
items is equal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
equal to selecting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
selecting r minus	0.0000000000	0.0	0.0	0.0	3.16992500144	False
chose r minus	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
give a combinatorial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
object or item	0.0000000000	0.0	0.0	0.0	3.16992500144	False
set of numbers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set of selections	0.0000000000	0.0	0.0	0.0	1.58496250072	False
separated that objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kind of combinatorial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
giving to prove	0.0000000000	0.0	0.0	0.0	1.58496250072	False
prove the identity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
prove the binomial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
identifiers through combinatorial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
objects be selected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
countries that include	0.0000000000	0.0	0.0	0.0	1.58496250072	False
delegates from india	0.2503013258	0.0	0.0	5.99990373353	9.50977500433	False
bangladesh and sri	0.0000000000	0.0	0.0	0.0	1.58496250072	False
india and sri	0.2780877561	0.0	0.0	4.99991977795	7.92481250361	False
delegates from bangladesh	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
bangladesh and pakistan	0.2859765894	0.0	0.0	3.99993582236	6.33985000288	False
people are sitting	0.0000000000	0.0	0.0	0.0	3.16992500144	False
arranged because delegate	0.0000000000	0.0	0.0	0.0	1.58496250072	False
delegate from india	0.0000000000	0.0	0.0	0.0	1.58496250072	False
india and delegate	0.0000000000	0.0	0.0	0.0	1.58496250072	False
delegate from sri	0.0000000000	0.0	0.0	0.0	1.58496250072	False
first the indian	0.0000000000	0.0	0.0	0.0	1.58496250072	False
delegate is sitting	0.0000000000	0.0	0.0	0.0	3.16992500144	False
sri lankan delegate	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two different arguments	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subtract the number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
positions to arrange	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lanka or sri	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pakistan – bangladesh	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subtract this number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of people	0.3220730545	0.0	0.0	64.9989731577	101.437600046	False
partition this set	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sample space events	0.0000000000	0.0	0.0	0.0	1.58496250072	False
space events axioms	0.0000000000	0.0	0.0	0.0	1.58496250072	False
talk about axioms	0.0000000000	0.0	0.0	0.0	1.58496250072	False
developing the theory	0.0000000000	0.0	0.0	0.0	1.58496250072	False
theory of probability	0.0000000000	0.0	0.0	0.0	3.16992500144	False
discuss basic concepts	0.0000000000	0.0	0.0	0.0	1.58496250072	False
concepts and notations	0.0000000000	0.0	0.0	0.0	1.58496250072	False
notations of set	0.0000000000	0.0	0.0	0.0	1.58496250072	False
concepts of set	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
theory and give	0.0000000000	0.0	0.0	0.0	1.58496250072	False
define the axioms	0.0000000000	0.0	0.0	0.0	3.16992500144	False
build the probability	0.0000000000	0.0	0.0	0.0	1.58496250072	False
probability theory based	0.0000000000	0.0	0.0	0.0	1.58496250072	False
collection of objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
finite or infinite	0.0000000000	0.0	0.0	2.99995186677	4.75488750216	False
number of elements	0.3644873483	0.0	0.0	6.99987164471	12.6797000058	False
develop the concepts	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subsets of omega	0.2865026443	0.0	0.0	11.9998074671	19.0195500087	False
omega and define	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set of subsets	0.0000000000	0.0	0.0	0.0	1.58496250072	False
right now definition	0.0000000000	0.0	0.0	0.0	1.58496250072	False
contained in omega	0.0000000000	0.0	0.0	0.0	1.58496250072	False
define sum joint	0.0000000000	0.0	0.0	0.0	1.58496250072	False
joint or union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two different names	0.0000000000	0.0	0.0	0.0	1.58496250072	False
elements of omega	0.0000000000	0.0	0.0	0.0	3.16992500144	False
constituted your union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
intersection or product	0.0000000000	0.0	0.0	0.0	1.58496250072	False
omega in capital	0.0000000000	0.0	0.0	0.0	1.58496250072	False
portion will denote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
denote the intersection	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set a complement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set a minus	0.0000000000	0.0	0.0	0.0	1.58496250072	False
intersection b compliment	0.0000000000	0.0	0.0	0.0	3.16992500144	False
omega the universal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
intersection b complement	0.3897403816	0.0	0.0	6.99988768912	11.094737505	False
means the elements	0.0000000000	0.0	0.0	0.0	3.16992500144	False
drawn the figure	0.0000000000	0.0	0.0	0.0	1.58496250072	False
figure ; figure	0.0000000000	0.0	0.0	0.0	1.58496250072	False
components all elements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
question is draw	0.0000000000	0.0	0.0	0.0	1.58496250072	False
draw the event	0.0000000000	0.0	0.0	0.0	1.58496250072	False
forms your set	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set a intersection	0.0000000000	0.0	0.0	0.0	1.58496250072	False
similarly b compliment	0.0000000000	0.0	0.0	0.0	1.58496250072	False
out the examples	0.0000000000	0.0	0.0	0.0	1.58496250072	False
infinite term set	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quadrant last quadrant	0.0000000000	0.0	0.0	0.0	1.58496250072	False
fourth quadrant omega	0.0000000000	0.0	0.0	0.0	1.58496250072	False
coordinate is greater	0.0000000000	0.0	0.0	0.0	1.58496250072	False
draw a line	0.0000000000	0.0	0.0	0.0	3.16992500144	False
write a intersection	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set of elements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
exclusive or disjoint	0.0000000000	0.0	0.0	0.0	1.58496250072	False
points in common	0.0000000000	0.0	0.0	0.0	3.16992500144	False
considered as disjoint	0.0000000000	0.0	0.0	0.0	1.58496250072	False
dealing with laws	0.0000000000	0.0	0.0	0.0	1.58496250072	False
dealing with union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
intersection and complements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
complements of sets	0.0000000000	0.0	0.0	0.0	1.58496250072	False
universal set omega	0.0000000000	0.0	0.0	0.0	1.58496250072	False
idem potency law	0.0000000000	0.0	0.0	0.0	1.58496250072	False
means the union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
union and intersection	0.0000000000	0.0	0.0	3.99995186677	4.75488750216	False
two are idem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
write first associative	0.0000000000	0.0	0.0	0.0	1.58496250072	False
first associative laws	0.0000000000	0.0	0.0	0.0	1.58496250072	False
associative law holds	0.0000000000	0.0	0.0	0.0	3.16992500144	False
respect to union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
intersection and union	0.5008038585	0.0	0.0	3.99995186677	4.75488750216	False
intersection b union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
union b intersection	0.0000000000	0.0	0.0	0.0	1.58496250072	False
intersection a union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
complement is equal	0.0000000000	0.0	0.0	0.0	3.16992500144	False
union b complement	0.3756783920	0.0	0.0	5.99990373353	9.50977500433	False
set is omega	0.0000000000	0.0	0.0	0.0	1.58496250072	False
darkly shaded portion	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two is equal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
implies that omega	0.3336904124	0.0	0.0	3.99993582236	6.33985000288	False
means that omega	0.0000000000	0.0	0.0	0.0	3.16992500144	False
omega will belong	0.0000000000	0.0	0.0	0.0	1.58496250072	False
complement or omega	0.0000000000	0.0	0.0	0.0	3.16992500144	False
omega to belong	0.0000000000	0.0	0.0	0.0	1.58496250072	False
complement which implies	0.0000000000	0.0	0.0	0.0	3.16992500144	False
definition of union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
union that omega	0.0000000000	0.0	0.0	0.0	1.58496250072	False
omega must belong	0.0000000000	0.0	0.0	0.0	1.58496250072	False
complement now remember	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sets are equal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
implies omega belongs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
imply that omega	0.0000000000	0.0	0.0	0.0	3.16992500144	False
complement that means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
omega either belongs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
complement which means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sets are equivalent	0.0000000000	0.0	0.0	0.0	1.58496250072	False
belongs to set	0.0000000000	0.0	0.0	0.0	1.58496250072	False
remaining de morgan	0.0000000000	0.0	0.0	0.0	1.58496250072	False
classify correct wise	0.0000000000	0.0	0.0	0.0	1.58496250072	False
elements must belong	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set a union	0.0000000000	0.0	0.0	0.0	1.58496250072	False
union b remains	0.0000000000	0.0	0.0	0.0	1.58496250072	False
defined union intersection	0.0000000000	0.0	0.0	0.0	1.58496250072	False
union intersection complements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
extend this notion	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of sets	0.0000000000	0.0	0.0	0.0	3.16992500144	False
element of finite	0.0000000000	0.0	0.0	0.0	1.58496250072	False
indices or infinite	0.0000000000	0.0	0.0	0.0	1.58496250072	False
element is present	0.0000000000	0.0	0.0	0.0	1.58496250072	False
right and omega	0.0000000000	0.0	0.0	0.0	1.58496250072	False
union if omega	0.0000000000	0.0	0.0	0.0	1.58496250072	False
taking the intersection	0.0000000000	0.0	0.0	0.0	1.58496250072	False
started with taking	0.0000000000	0.0	0.0	0.0	1.58496250072	False
estimating the probability	0.0000000000	0.0	0.0	0.0	1.58496250072	False
probability of events	0.5008038585	0.0	0.0	2.99993582236	6.33985000288	False
examples to give	0.0000000000	0.0	0.0	0.0	1.58496250072	False
experiment of tossing	0.0000000000	0.0	0.0	3.99995186677	4.75488750216	False
tossing a coin	0.5008038585	0.0	0.0	3.99993582236	6.33985000288	False
coin is tossed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two possible outcomes	0.0000000000	0.0	0.0	0.0	3.16992500144	False
toss two coins	0.0000000000	0.0	0.0	0.0	1.58496250072	False
tossing two coins	0.4173645073	0.0	0.0	4.99991977795	7.92481250361	False
