keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
finish this entire	0.0000000000	0.0	0.0	0.0	1.58496250072	False
entire business transaction	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call as work	0.0000000000	0.0	0.0	0.0	1.58496250072	False
flow to show	0.0000000000	0.0	0.0	0.0	1.58496250072	False
flow actually takes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
show you online	0.0000000000	0.0	0.0	0.0	1.58496250072	False
user the ability	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ability to login	0.0000000000	0.0	0.0	0.0	1.58496250072	False
basically try login	0.0000000000	0.0	0.0	0.0	1.58496250072	False
earlier with lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
calculate the lone	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paid which shows	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paid already online	0.0000000000	0.0	0.0	0.0	1.58496250072	False
database actually shows	0.0000000000	0.0	0.0	0.0	1.58496250072	False
single point access	0.0000000000	0.0	0.0	0.0	1.58496250072	False
online premium payment	0.0000000000	0.0	0.0	0.0	3.16992500144	False
choose the policies	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lot of options	0.0000000000	0.0	0.0	0.0	1.58496250072	False
amount of premium	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paying this premium	0.0000000000	0.0	0.0	0.0	1.58496250072	False
make this payment	0.0000000000	0.0	0.0	0.0	3.16992500144	False
city bank debit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
bank debit card	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sbi net banking	0.0000000000	0.0	0.0	0.0	1.58496250072	False
bank of india	0.0000000000	0.0	0.0	2.99995491569	4.75488750216	False
database of state	0.0000000000	0.0	0.0	0.0	1.58496250072	False
login into state	0.0000000000	0.0	0.0	0.0	1.58496250072	False
india s database	0.0000000000	0.0	0.0	0.0	0.0	False
give my details	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paying this money	0.0000000000	0.0	0.0	0.0	1.58496250072	False
money to lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
verify and confirm	0.0000000000	0.0	0.0	0.0	1.58496250072	False
confirm life insurance	0.0000000000	0.0	0.0	0.0	1.58496250072	False
life insurance con	0.0000000000	0.0	0.0	0.0	1.58496250072	False
insurance con transactions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
con transactions detail	0.0000000000	0.0	0.0	0.0	1.58496250072	False
rupees and date	0.0000000000	0.0	0.0	0.0	1.58496250072	False
branch is indian	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pay to lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lic for paying	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paying my premium	0.0000000000	0.0	0.0	0.0	1.58496250072	False
back to lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
view or print	0.0000000000	0.0	0.0	0.0	1.58496250072	False
print a confirmation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
mail id provided	0.0000000000	0.0	0.0	0.0	1.58496250072	False
requirements to show	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paid this premium	0.0000000000	0.0	0.0	0.0	3.16992500144	False
receipt which tells	0.0000000000	0.0	0.0	0.0	1.58496250072	False
signed by lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
receipt is generated	0.0000000000	0.0	0.0	0.0	1.58496250072	False
generated by lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
databases and doing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
doing business transactions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paid this amount	0.0000000000	0.0	0.0	0.0	1.58496250072	False
amount to lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lic and lic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
received this amount	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lots of issues	0.0000000000	0.0	0.0	0.0	3.16992500144	False
customer is protected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
reflex this payment	0.0000000000	0.0	0.0	0.0	1.58496250072	False
execute this online	0.0000000000	0.0	0.0	0.0	1.58496250072	False
online sitting right	0.0000000000	0.0	0.0	0.0	1.58496250072	False
done very late	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pay this premium	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data is digitized	0.0000000000	0.0	0.0	0.0	1.58496250072	False
digitized and exposed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
extremely important subject	0.0000000000	0.0	0.0	0.0	1.58496250072	False
applications and making	0.0000000000	0.0	0.0	0.0	1.58496250072	False
making them usable	0.0000000000	0.0	0.0	0.0	1.58496250072	False
life by people	0.0000000000	0.0	0.0	0.0	1.58496250072	False
examples also exists	0.0000000000	0.0	0.0	0.0	1.58496250072	False
clear trip dot	0.0000000000	0.0	0.0	0.0	1.58496250072	False
similarly make payments	0.0000000000	0.0	0.0	0.0	1.58496250072	False
payments and buy	0.0000000000	0.0	0.0	0.0	1.58496250072	False
buy your tickets	0.0000000000	0.0	0.0	0.0	1.58496250072	False
things with respect	0.0000000000	0.0	0.0	0.0	1.58496250072	False
respect to booking	0.0000000000	0.0	0.0	0.0	1.58496250072	False
booking your reservations	0.0000000000	0.0	0.0	0.0	1.58496250072	False
reservations and things	0.0000000000	0.0	0.0	0.0	1.58496250072	False
examples or principles	0.0000000000	0.0	0.0	0.0	1.58496250072	False
principles in developing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
developing these kinds	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kinds of databases	0.5007530120	0.0	0.0	1.99993988759	6.33985000288	False
half an hour	0.0000000000	0.0	0.0	0.0	1.58496250072	False
developing these kind	0.0000000000	0.0	0.0	0.0	3.16992500144	False
kind of applications	0.0000000000	0.0	0.0	0.0	3.16992500144	False
develop a database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
process within iit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
madras the business	0.0000000000	0.0	0.0	0.0	1.58496250072	False
people to purchase	0.0000000000	0.0	0.0	0.0	1.58496250072	False
purchase computer systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems and peripherals	0.0000000000	0.0	0.0	0.0	1.58496250072	False
faculty of iit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
supply these peripherals	0.0000000000	0.0	0.0	0.0	1.58496250072	False
purchase these systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
supply of computer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
peripherals and computer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
process is done	0.0000000000	0.0	0.0	0.0	1.58496250072	False
vendors can bid	0.0000000000	0.0	0.0	0.0	1.58496250072	False
points of times	0.0000000000	0.0	0.0	0.0	1.58496250072	False
vendor is chosen	0.0000000000	0.0	0.0	0.0	1.58496250072	False
rate contract system	0.4004817826	0.0	0.0	3.99993988759	6.33985000288	False
changing in terms	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quote at regular	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computer system configuration	0.3187155524	0.0	0.0	6.99989480328	11.094737505	False
things are chosen	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems are chosen	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choose whatever systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
generate the required	0.0000000000	0.0	0.0	0.0	1.58496250072	False
papers for purchasing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
purchasing those systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
paper based system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
supply their quotes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotes on paper	0.0000000000	0.0	0.0	0.0	1.58496250072	False
word processing system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
system like microsoft	0.0000000000	0.0	0.0	0.0	1.58496250072	False
microsoft word providing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
providing a comparative	0.0000000000	0.0	0.0	0.0	1.58496250072	False
basically file systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lot of processing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
processing of entering	0.0000000000	0.0	0.0	0.0	1.58496250072	False
entering these data	0.0000000000	0.0	0.0	0.0	1.58496250072	False
involves a tds	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choose the systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
entire process starting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lot of manual	0.0000000000	0.0	0.0	0.0	1.58496250072	False
circulation of large	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quantity of papers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two various members	0.0000000000	0.0	0.0	0.0	1.58496250072	False
involved in choosing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choosing these things	0.0000000000	0.0	0.0	0.0	1.58496250072	False
processing by choosing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
introducing data base	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data base systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems for automating	0.0000000000	0.0	0.0	0.0	3.16992500144	False
automating the entire	0.0000000000	0.0	0.0	0.0	1.58496250072	False
entire business process	0.0000000000	0.0	0.0	0.0	3.16992500144	False
process or work	0.0000000000	0.0	0.0	0.0	1.58496250072	False
processes or work	0.0000000000	0.0	0.0	0.0	1.58496250072	False
work flow elements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
first cut requirement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
developed to show	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sort of automated	0.0000000000	0.0	0.0	0.0	1.58496250072	False
introduce the database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
automating this business	0.0000000000	0.0	0.0	0.0	1.58496250072	False
rate contract details	0.0000000000	0.0	0.0	0.0	3.16992500144	False
members in choosing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choosing their requirements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
search through computer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
configuration or add	0.0000000000	0.0	0.0	0.0	1.58496250072	False
add on parts	0.0000000000	0.0	0.0	0.0	1.58496250072	False
parts or space	0.0000000000	0.0	0.0	0.0	1.58496250072	False
space for computer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems or printers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
printers and scanners	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scanners and note	0.0000000000	0.0	0.0	0.0	1.58496250072	False
note book computers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
iit specification number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
specification number wise	0.0000000000	0.0	0.0	0.0	3.16992500144	False
specification will give	0.0000000000	0.0	0.0	0.0	1.58496250072	False
search through vendor	0.0000000000	0.0	0.0	0.0	1.58496250072	False
click on specification	0.0000000000	0.0	0.0	0.0	1.58496250072	False
wise and submit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choose the fourth	0.0000000000	0.0	0.0	0.0	1.58496250072	False
specification and submit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
submit that specification	0.0000000000	0.0	0.0	0.0	1.58496250072	False
company infotech limited	0.0000000000	0.0	0.0	0.0	1.58496250072	False
limited which quoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cpu clock speed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
submit this quote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
canonical electronics private	0.0000000000	0.0	0.0	0.0	1.58496250072	False
electronics private limited	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matching this requirement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
satisfies my requirement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
back end database	0.0000000000	0.0	0.0	0.0	3.16992500144	False
access that data	0.0000000000	0.0	0.0	0.0	1.58496250072	False
accessing the data	0.0000000000	0.0	0.0	1.99993988759	6.33985000288	False
retrieve the data	0.0000000000	0.0	0.0	1.99995491569	4.75488750216	False
data which matches	0.0000000000	0.0	0.0	0.0	1.58496250072	False
match the required	0.0000000000	0.0	0.0	0.0	1.58496250072	False
values and retrieving	0.0000000000	0.0	0.0	0.0	1.58496250072	False
retrieving the data	0.0000000000	0.0	0.0	0.0	3.16992500144	False
navigate through data	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data which means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number is concerned	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choosing which means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information that satisfies	0.0000000000	0.0	0.0	0.0	1.58496250072	False
registered my database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
students who registered	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ways we retrieve	0.0000000000	0.0	0.0	0.0	1.58496250072	False
retrieve this data	0.0000000000	0.0	0.0	0.0	1.58496250072	False
iit serial number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
company name unit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
price without monitor	0.0000000000	0.0	0.0	0.0	3.16992500144	False
data now lot	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lot of information	0.0000000000	0.0	0.0	0.0	3.16992500144	False
organized as flat	0.0000000000	0.0	0.0	0.0	1.58496250072	False
storing the data	0.0000000000	0.0	0.0	1.99995491569	4.75488750216	False
kind of data	0.4576737784	0.0	0.0	15.9995942412	42.7939875195	False
model or real	0.0000000000	0.0	0.0	0.0	1.58496250072	False
real world data	0.0000000000	0.0	0.0	0.0	3.16992500144	False
world data model	0.0000000000	0.0	0.0	0.0	1.58496250072	False
store the information	0.0000000000	0.0	0.0	0.0	3.16992500144	False
information about maruti	0.0000000000	0.0	0.0	0.0	1.58496250072	False
object data model	0.0000000000	0.0	0.0	0.0	3.16992500144	False
kind of engine	0.0000000000	0.0	0.0	0.0	1.58496250072	False
parts that engine	0.0000000000	0.0	0.0	0.0	1.58496250072	False
terms of objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
flat table base	0.0000000000	0.0	0.0	0.0	1.58496250072	False
table base model	0.0000000000	0.0	0.0	0.0	1.58496250072	False
relational database system	0.5007530120	0.0	0.0	2.99990983138	9.50977500433	False
applications that fit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
model for building	0.0000000000	0.0	0.0	0.0	1.58496250072	False
building this computer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computer rate contract	0.0000000000	0.0	0.0	0.0	1.58496250072	False
relational model fits	0.0000000000	0.0	0.0	0.0	1.58496250072	False
developing the application	0.0000000000	0.0	0.0	0.0	1.58496250072	False
enables the vendors	0.0000000000	0.0	0.0	0.0	1.58496250072	False
enabled this database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
vendor to login	0.0000000000	0.0	0.0	0.0	1.58496250072	False
give a guest	0.0000000000	0.0	0.0	0.0	1.58496250072	False
enter my system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kinds of specifications	0.0000000000	0.0	0.0	0.0	3.16992500144	False
list of specifications	0.0000000000	0.0	0.0	0.0	1.58496250072	False
decides his specification	0.0000000000	0.0	0.0	0.0	1.58496250072	False
give this information	0.0000000000	0.0	0.0	0.0	3.16992500144	False
supply that information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information here unit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
basically can give	0.0000000000	0.0	0.0	0.0	1.58496250072	False
put some comments	0.0000000000	0.0	0.0	0.0	1.58496250072	False
decided to quote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
basically the entire	0.0000000000	0.0	0.0	0.0	1.58496250072	False
entire relational database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
database system concept	0.0000000000	0.0	0.0	0.0	1.58496250072	False
system concept makes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
concept makes sense	0.0000000000	0.0	0.0	0.0	1.58496250072	False
doing this update	0.0000000000	0.0	0.0	0.0	1.58496250072	False
make my decisions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
processes or transaction	0.0000000000	0.0	0.0	0.0	1.58496250072	False
transaction to access	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotation is registered	0.0000000000	0.0	0.0	0.0	1.58496250072	False
situated in delhi	0.0000000000	0.0	0.0	0.0	1.58496250072	False
parts of chennai	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotes that quote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
processes and transaction	0.0000000000	0.0	0.0	0.0	1.58496250072	False
challenges are conceptual	0.0000000000	0.0	0.0	0.0	1.58496250072	False
understanding in building	0.0000000000	0.0	0.0	0.0	1.58496250072	False
understand this application	0.0000000000	0.0	0.0	0.0	1.58496250072	False
store this data	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data or create	0.0000000000	0.0	0.0	0.0	1.58496250072	False
create my tables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
make the transactions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
created a database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
mysql relational database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
tables and store	0.0000000000	0.0	0.0	0.0	3.16992500144	False
store the database	0.0000000000	0.0	0.0	1.99993988759	6.33985000288	False
database underneath server	0.0000000000	0.0	0.0	0.0	1.58496250072	False
put my data	0.0000000000	0.0	0.0	0.0	1.58496250072	False
key database system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
creating this rate	0.0000000000	0.0	0.0	0.0	1.58496250072	False
rate contract rc-april	0.0000000000	0.0	0.0	0.0	1.58496250072	False
storing the information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotations for add	0.0000000000	0.0	0.0	0.0	1.58496250072	False
add on systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotation for computer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
table and approved	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotations for note	0.0000000000	0.0	0.0	0.0	1.58496250072	False
books and approved	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotation for printers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sense they form	0.0000000000	0.0	0.0	0.0	1.58496250072	False
form the schema	0.0000000000	0.0	0.0	0.0	1.58496250072	False
critical in database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
study as part	0.0000000000	0.0	0.0	0.0	1.58496250072	False
design my database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
point for design	0.0000000000	0.0	0.0	0.0	1.58496250072	False
people who select	0.0000000000	0.0	0.0	0.0	1.58496250072	False
vendors have quoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
attributes these entities	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotations for computers	0.0000000000	0.0	0.0	2.99995491569	4.75488750216	False
break an entity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
registered with iit	0.0000000000	0.0	0.0	0.0	1.58496250072	False
madras then vendors	0.0000000000	0.0	0.0	0.0	1.58496250072	False
create this information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
converting this entity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
thing like users	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information on company	0.0000000000	0.0	0.0	0.0	1.58496250072	False
designing your database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
convert the entities	0.0000000000	0.0	0.0	0.0	1.58496250072	False
entities into tables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
store this information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
terms of converting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
converting an entity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information is duplicated	0.0000000000	0.0	0.0	0.0	1.58496250072	False
duplication of data	0.0000000000	0.0	0.0	0.0	3.16992500144	False
data will create	0.0000000000	0.0	0.0	0.0	1.58496250072	False
piece of fact	0.0000000000	0.0	0.0	0.0	1.58496250072	False
fact at multiple	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lot of problems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
database design concepts	0.0000000000	0.0	0.0	0.0	1.58496250072	False
concepts will explain	0.0000000000	0.0	0.0	0.0	1.58496250072	False
process of design	0.0000000000	0.0	0.0	0.0	1.58496250072	False
entity relationship diagram	0.0000000000	0.0	0.0	2.99995491569	4.75488750216	False
design my system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
case of quotations	0.0000000000	0.0	0.0	0.0	1.58496250072	False
bulk price bulk	0.0000000000	0.0	0.0	0.0	1.58496250072	False
bulk two prices	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
additional with monitor	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kind of monitor	0.0000000000	0.0	0.0	0.0	1.58496250072	False
schemas also changed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
tomorrow i don	0.0000000000	0.0	0.0	0.0	1.58496250072	False
bulk two price	0.0000000000	0.0	0.0	2.99995491569	4.75488750216	False
longer my requirement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computer which means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
understand as schema	0.0000000000	0.0	0.0	0.0	1.58496250072	False
business processes evolved	0.0000000000	0.0	0.0	0.0	1.58496250072	False
evolved and systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems evolved schema	0.0000000000	0.0	0.0	0.0	1.58496250072	False
deal with databases	0.0000000000	0.0	0.0	0.0	3.16992500144	False
earlier in terms	0.0000000000	0.0	0.0	0.0	1.58496250072	False
browse the entire	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems which quoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
price they didn	0.0000000000	0.0	0.0	0.0	1.58496250072	False
comments for people	0.0000000000	0.0	0.0	0.0	1.58496250072	False
viewsonic or acer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
acer tft monitors	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data gets changed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
guest and quoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information is reflected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
vat is extra	0.0000000000	0.0	0.0	0.0	1.58496250072	False
flow is concerned	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information whatever people	0.0000000000	0.0	0.0	0.0	1.58496250072	False
people have quoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quoted and pick	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pick whatever quotations	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotations for examples	0.0000000000	0.0	0.0	0.0	1.58496250072	False
examples for computers	0.0000000000	0.0	0.0	0.0	1.58496250072	False
reflect the approved	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems for computer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
organized in terms	0.0000000000	0.0	0.0	0.0	3.16992500144	False
pick the informations	0.0000000000	0.0	0.0	0.0	1.58496250072	False
detail how transactions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data and change	0.0000000000	0.0	0.0	0.0	1.58496250072	False
change the state	0.0000000000	0.0	0.0	0.0	3.16992500144	False
shown you earlier	0.0000000000	0.0	0.0	0.0	1.58496250072	False
